72
60 97 88 120
84 164 117 187
51 278 83 304
190 82 221 115
162 45 195 70
262 40 290 59
286 78 319 100
250 325 282 349
338 365 371 391
408 290 439 313
416 133 444 155
393 65 421 90
184 273 214 294
251 248 286 272
255 169 288 194
155 152 188 178
157 202 187 228
82 320 113 342
327 36 362 58
326 67 353 87
348 80 381 99
324 94 352 111
348 106 377 129
392 91 417 111
389 119 418 140
345 130 378 152
347 154 376 179
321 171 353 188
284 130 312 153
259 116 284 136
263 93 287 113
265 64 287 83
291 52 318 75
289 105 315 125
194 37 222 62
153 125 187 151
188 143 217 165
157 181 193 202
85 188 115 210
82 291 113 316
50 308 81 331
48 332 83 352
81 345 111 369
75 368 110 396
47 354 77 381
46 385 79 406
177 321 218 344
174 351 212 371
175 377 209 396
246 349 285 375
250 379 279 403
155 279 184 307
183 296 214 317
153 258 187 278
152 232 186 253
285 184 312 207
320 195 351 219
318 224 348 243
345 236 374 259
387 225 408 244
409 239 437 258
318 247 346 268
282 262 311 281
276 290 311 309
318 272 350 294
346 290 370 307
319 299 353 323
314 328 346 345
345 339 376 359
379 355 411 377
401 343 438 362
405 319 436 340
