55
102 263 141 298
103 300 141 334
38 299 77 333
420 254 457 290
507 286 545 322
286 230 306 250
284 26 300 50
202 10 225 32
176 88 198 111
175 181 195 203
200 168 224 191
418 34 457 68
333 14 353 38
324 71 339 91
339 105 353 122
329 183 343 204
359 216 374 235
291 296 305 315
102 341 140 372
419 70 459 103
418 104 459 142
419 141 461 176
415 175 462 214
417 218 460 250
466 7 504 42
511 1 546 35
508 33 546 70
510 67 547 107
506 109 546 143
506 144 548 180
508 180 547 219
509 218 546 252
512 251 544 285
465 42 502 73
464 76 499 114
466 114 503 153
465 150 503 187
464 189 503 224
460 228 501 259
463 261 503 296
202 34 228 166
198 190 227 237
184 225 205 249
175 204 192 227
329 231 388 325
308 313 332 348
283 52 302 115
322 25 351 69
325 92 356 223
0 381 142 400
176 111 194 136
173 135 201 157
38 334 80 370
72 317 108 352
67 282 108 318
