105
107 61 122 84
37 127 52 146
339 7 362 24
266 9 288 25
215 10 236 28
222 60 242 80
263 60 282 76
342 54 361 78
417 5 435 23
118 10 138 30
141 12 163 31
163 60 185 78
195 124 207 138
303 120 320 140
405 259 419 277
371 210 388 231
202 312 215 329
520 50 539 74
517 3 537 21
462 52 479 76
477 117 493 133
243 171 259 191
254 405 268 420
272 318 287 335
330 160 348 182
356 113 373 126
262 113 283 129
304 57 321 78
466 4 488 25
512 166 527 185
497 209 511 226
500 259 516 273
380 403 394 418
350 268 369 289
222 224 237 244
191 8 212 29
491 3 515 21
364 55 379 78
381 54 400 77
402 54 419 76
421 55 440 76
441 55 459 76
482 53 497 72
499 53 517 74
124 62 143 83
144 59 163 81
186 60 202 82
204 59 222 81
85 124 98 141
101 126 110 145
107 117 121 136
139 116 151 132
147 126 165 139
327 113 344 132
368 122 382 136
388 110 403 130
402 115 415 135
423 111 438 128
441 108 453 130
449 113 467 138
494 116 508 138
511 116 525 136
526 117 540 134
137 215 149 234
411 159 422 177
307 212 324 233
325 213 339 232
339 213 355 233
283 54 301 81
230 262 249 282
263 262 277 281
278 260 294 282
419 166 433 184
433 167 446 185
449 167 463 187
458 160 471 175
475 158 510 185
433 210 450 228
445 220 457 238
459 217 472 234
467 211 480 230
483 212 500 227
170 310 184 330
242 315 255 337
250 307 262 325
258 317 272 334
290 317 304 337
303 317 317 335
321 315 332 336
328 308 340 323
339 318 347 332
345 309 357 324
359 308 374 327
369 319 382 335
377 309 388 322
393 307 556 331
220 354 556 379
394 402 568 423
269 401 379 424
436 259 450 274
445 268 459 282
459 266 474 287
469 257 481 277
527 255 547 272
543 264 556 281
