40
214 59 235 88
290 35 311 63
473 188 500 215
385 189 409 215
29 40 47 64
68 133 84 155
127 59 148 87
357 33 377 59
422 33 440 61
323 119 343 141
294 191 321 217
256 120 275 142
204 191 230 216
36 125 51 145
455 56 476 82
456 118 477 140
356 132 376 156
166 119 186 142
323 191 349 218
139 39 158 59
150 58 169 87
39 62 59 87
311 34 333 65
300 59 323 86
439 33 467 59
464 34 486 60
432 58 454 78
266 134 283 151
287 135 306 156
301 118 321 141
365 120 383 141
383 119 408 137
405 133 418 154
419 132 443 153
431 118 452 137
447 132 462 151
232 192 262 216
261 189 293 215
413 188 442 217
504 188 531 212
